Article number;Old article number ;Product name;MA-holder;Active substance;Pharmaceutical form;Strength;Package type;Multiple;Packages ;Packsize;Unit; PPP ; PRP ; Stepped price ; Reimbursed price ;Prescription group;Storage;Substitution group;Limited substitution;MA-number;ATC-code;Reimbursed;Date PPP;Marketing status package;MA-status
177750;;Tramadol Vitabalans;Vitabalans Oy;Tramadolhydroklorid;Tablett;50 mg;Blisterpakning;;;100;stk; 61.85 ; 133.90 ; -   ; 133.90 ;B;Rom (15-25 grader);;<ikke angitt>;11-8528;N02AX02;Ja;01.01.2019;Markedsført;Markedsført
177756;;Ampicillin Mylan;Mylan Ireland Limited;Ampicillinnatrium;Pulver til injeksjons-/infusjonsvæske, oppløsning;500 mg;Hetteglass;;;1;stk; 7.08 ; 45.30 ; -   ; -   ;C;Rom (15-25 grader);001939;Nei;10-8159;J01CA01;Nei;27.11.2013;Har MT;Kan prisbehandles
177882;;Esbriet;Roche Registration GmbH;Pirfenidon;Tablett, filmdrasjert;801 mg;Blisterpakning;;;84;stk; 21,648.69 ; 27,638.30 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/11/667/018;L04AX05;Ja;14.08.2017;Markedsført;Markedsført
177937;;Colrefuz;Actavis Group PTC ehf (1);Kolkisin;Tablett;500 mikrog;Blisterpakning;;;100;stk; 505.00 ; 680.10 ; -   ; 680.10 ;C;Rom (15-25 grader);002181;Nei;14-10057;M04AC01;Ja;20.01.2016;Midlertidig utgått;Midlertidig utgått
178063;;Striverdi Respimat;Boehringer Ingelheim International GmbH;Olodaterol;Inhalasjonsvæske, oppløsning;2,5 mikrog;Patron;;;60;spray, stk; 200.20 ; 291.50 ; -   ; 291.50 ;C;Rom (15-25 grader);;<ikke angitt>;12-9096;R03AC19;Ja;21.06.2017;Markedsført;Markedsført
178223;131840;Xarelto;Bayer AG;Rivaroksaban;Tablett, filmdrasjert;10 mg;Blisterpakning, endose;;100;1;stk; 1,985.45 ; 2,567.70 ; -   ; 2,567.70 ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/08/472/008;B01AF01;Ja;01.06.2018;Markedsført;Markedsført
178273;;Mekinist;Novartis Europharm Limited (1);Trametinib;Tablett, filmdrasjert;2 mg;Flaske;;;30;stk; 77,424.40 ; 99,236.30 ; -   ; -   ;C;Kaldt (2-8 grader);002290;Nei;EU/1/14/931/006;L01XE25;Ja;08.07.2015;Markedsført;Markedsført
178312;;Adynovi;Baxalta Innovations GmbH;Rurioktokog alfa pegol;Pulver og væske til injeksjonsvæske, oppløsning;1 000 IE;Hetteglass;;;;; 7,480.00 ; 9,620.00 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/17/1247/010;B02BD02;Ja;16.07.2018;Markedsført;Markedsført
178332;;Buprefarm;Orifarm Generics A/S;Buprenorfin;Depotplaster;10 mikrog/time;Plaster;;;4;stk; 139.54 ; 232.90 ; 218.20 ; 218.20 ;A;Rom (15-25 grader);002164;Nei;15-10646;N02AE01;Ja;01.01.2019;Markedsført;Markedsført
178338;;Metadon Nordic Drugs;Nordic Drugs AB;Metadonhydroklorid;Mikstur, oppløsning;45 mg;Flaske av plast;;1;50;ml; 33.23 ; 97.40 ; -   ; -   ;A;Rom (15-25 grader);002043;Nei;14-10155;N07BC02;Nei;05.11.2014;Markedsført;Markedsført
178347;;Irinotecan Accord;Accord Healthcare B.V.;Irinotekanhydrokloridtrihydrat;Konsentrat til infusjonsvæske, oppløsning;20 mg/ml;Hetteglass;;1;15;ml; 4,238.03 ; 5,439.70 ; -   ; -   ;C;Rom (15-25 grader);001674;Nei;15-10666;L01XX19;Nei;10.01.2017;Markedsført;Markedsført
178511;;Elocta;Swedish Orphan Biovitrum International AB;Efmoroktokog alfa;Pulver og væske til injeksjonsvæske, oppløsning;1 000 IE;Hetteglass;;;1;stk; 7,464.61 ; 9,600.30 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/15/1046/004;B02BD02;Ja;01.05.2017;Markedsført;Markedsført
178574;;Isoptin;BGP Products AB;Verapamilhydroklorid;Tablett, filmdrasjert;40 mg;Blisterpakning;;;100;stk; 21.10 ; 63.20 ; -   ; 63.20 ;C;Rom (15-25 grader);000199;Nei;0000-04927;C08DA01;Ja;01.05.2011;Markedsført;Markedsført
178649;054659;Irinokabi;FRESENIUS KABI NORGE AS;Irinotekanhydrokloridtrihydrat;Konsentrat til infusjonsvæske, oppløsning;20 mg/ml;Hetteglass;;1;25;ml; 7,063.38 ; 9,042.10 ; -   ; -   ;C;Rom (15-25 grader);001674;Nei;07-4966;L01XX19;Nei;25.06.2013;Markedsført;Markedsført
178708;;Esomeprazol Pensa;Pensa Pharma AB;Esomeprazolnatrium;Enterokapsel, hard;40 mg;Blisterpakning;;;56;stk; 198.70 ; 289.60 ; 101.30 ; 101.30 ;C;Rom (15-25 grader);000032;Nei;15-10902;A02BC05;Ja;01.04.2018;Markedsført;Markedsført
178890;;Reagila;Gedeon Richter Plc;Kariprazin;Kapsel, hard;6 mg;Blisterpakning;;;56;stk; 1,664.48 ; 2,158.50 ; -   ; -   ;C;;;<ikke angitt>;EU/1/17/1209/032;N05AX15;Nei;09.08.2018;Har MT;Kan prisbehandles
179023;;Mifepristone Linepharma;Amring;Mifepriston;Tablett;200 mg;Blisterpakning;;;30;stk; 5,418.00 ; 6,944.20 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;10-7423;G03XB01;Nei;16.08.2011;Markedsført;Markedsført
179067;;Valsartan Actavis;Actavis Group PTC ehf;Valsartan;Tablett, filmdrasjert;320 mg;Blisterpakning;;;98;stk; 713.01 ; 945.30 ; 341.80 ; 341.80 ;C;Rom (15-25 grader);001684;Nei;11-8631;C09CA03;Ja;01.08.2018;Midlertidig utgått;Midlertidig utgått
179100;;Omnitrope;Sandoz GmbH;Somatropin;Injeksjonsvæske, oppløsning for SurePal 10;10 mg/1,5 ml;Sylinderampulle (glass) for SurePal 10;;5;1.5;ml; 8,492.60 ; 10,917.40 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/06/332/017;H01AC01;Ja;01.08.2017;Markedsført;Markedsført
179126;;bicaVera 2,3 % glukose, 1,25 mmol/l kalsium;Fresenius Medical Care Deutschland GmbH;Kalsiumkloriddihydrat, Glukosemonohydrat, Magnesiumkloridheksahydrat, Natriumklorid, Natriumhydrogenkarbonat;Peritonealdialysevæske;(ikke angitt);Tokammerpose sleep safe;;2;5000;ml; 707.00 ; 937.70 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;15-10630;B05DB;Nei;23.07.2018;Markedsført;Markedsført
179157;;Simponi;Janssen Biologics  B.V;Golimumab;Injeksjonsvæske, oppløsning i ferdigfylt sprøyte;50 mg;Ferdigfylt sprøyte;;;0.5;ml; 8,633.27 ; 11,097.60 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/09/546/003;L04AB06;Ja;01.12.2017;Markedsført;Markedsført
179198;;Sprycel;Abacus Medicine A/S;Dasatinib;Tablett, filmdrasjert;70 mg;Flaske;;;60;stk; 34,872.46 ; 44,498.60 ; -   ; -   ;C;Rom (15-25 grader);002204;Nei;17-11515;L01XE06;Ja;27.11.2017;Markedsført;Markedsført
179282;;Trandate;Aspen Pharma Trading Limited;Labetalolhydroklorid;Tablett, filmdrasjert;100 mg;Boks;;;250;stk; 209.97 ; 304.00 ; -   ; 304.00 ;C;Rom (15-25 grader);;<ikke angitt>;0000-06720;C07AG01;Ja;18.04.2007;Markedsført;Markedsført
179305;;Paricalcitol Alternova;Alternova;Parikalsitol;Kapsel, myk;1 mikrog;Blisterpakning;;;28;stk; 850.54 ; 1,120.70 ; -   ; 1,120.70 ;C;Rom (15-25 grader);001973;Nei;13-9719;H05BX02;Ja;01.09.2016;Markedsført;Markedsført
179355;;Irbesartan Sandoz;Sandoz A/S;Irbesartan;Tablett, filmdrasjert;300 mg;Blisterpakning;;;100;stk; 389.47 ; 532.80 ; 284.80 ; 284.80 ;C;Rom (15-25 grader);000241;Nei;08-5682;C09CA04;Ja;01.09.2014;Markedsført;Markedsført
179357;;Natriumklorid Fresenius Kabi;Fresenius Kabi Norge AS - Halden;Natriumklorid;Infusjonsvæske, oppløsning;9 mg/ml;Plastpose (Freeflex med nålefri port);;30;250;ml; 294.00 ; 411.10 ; -   ; 411.10 ;C;Rom (15-25 grader);;<ikke angitt>;0000-05846;B05BB01;Ja;19.11.2012;Markedsført;Markedsført
179385;;Rupafin;J. Uriach & Cia., SA;Rupatadinfumarat;Tablett;10 mg;Blisterpakning;;;100;stk; 209.58 ; 303.50 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;13-9498;R06AX28;Nei;14.11.2014;Markedsført;Markedsført
179520;;Palonosetron Accord;Accord Healthcare  Ltd.;Palonosetron;Injeksjonsvæske, oppløsning;250 mikrog;Hetteglass;;1;5;ml; 535.55 ; 719.10 ; -   ; -   ;C;Rom (15-25 grader);002141;Nei;EU/1/16/1104/001;A04AA05;Nei;10.01.2017;Markedsført;Markedsført
179552;;Xarelto;Bayer AG;Rivaroksaban;Tablett, filmdrasjert;15 mg;Blisterpakning;;;28;stk; 558.20 ; 748.00 ; -   ; 748.00 ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/08/472/012;B01AF01;Ja;01.06.2018;Markedsført;Markedsført
179557;;Atozet;Merck Sharp & Dohme B.V.;Ezetimib, Atorvastatin;Tablett, filmdrasjert;10 mg/40 mg;Blisterpakning;;;90;stk; 922.43 ; 1,212.30 ; -   ; 1,212.30 ;C;Rom (15-25 grader);;<ikke angitt>;13-9809;C10BA05;Ja;01.08.2018;Markedsført;Markedsført
179915;;Atorvastatin Mylan;Mylan AB;Atorvastatinkalsium;Tablett, filmdrasjert;20 mg;Blisterpakning;;;30;stk; 60.90 ; 113.90 ; 57.30 ; 57.30 ;C;Rom (15-25 grader);001358;Nei;08-6474;C10AA05;Ja;01.08.2018;Markedsført;Markedsført
179942;;Carboplatin Fresenius Kabi;FRESENIUS KABI NORGE AS;Karboplatin;Konsentrat til infusjonsvæske, oppløsning;10 mg/ml;Hetteglass;;1;15;ml; 722.79 ; 957.80 ; -   ; -   ;C;Rom (15-25 grader);001767;Nei;10-8046;L01XA02;Nei;13.08.2012;Markedsført;Markedsført
180008;;Reltebon Depot;Actavis Group PTC ehf;Oksykodonhydroklorid;Depottablett;10 mg;Blisterpakning;;;28;stk; 48.67 ; 117.10 ; 93.20 ; 93.20 ;A;Rom (15-25 grader);001628;Nei;12-9283;N02AA05;Ja;01.01.2019;Markedsført;Markedsført
180165;;Cancidas;Orifarm AS;Kaspofungin;Pulver til konsentrat til infusjonsvæske, oppløsning;70 mg;Hetteglass;;;70;mg; 5,412.05 ; 6,970.40 ; -   ; 6,970.40 ;C;Kaldt (2-8 grader);001689;Nei;10-7882;J02AX04;Ja;01.05.2016;Har MT;Kan prisbehandles
180166;;Dipentum;Atnahs Pharma UK Limited;Olsalazinnatrium;Kapsel, hard;250 mg;Boks;;;100;stk; 224.15 ; 322.00 ; -   ; 322.00 ;C;Rom (15-25 grader);;<ikke angitt>;0000-07605;A07EC03;Ja;19.06.2007;Midlertidig utgått;Midlertidig utgått
180171;;bicaVera 1,5 % glukose, 1,25 mmol/l kalsium;Fresenius Medical Care Deutschland GmbH;Kalsiumkloriddihydrat, Glukosemonohydrat, Magnesiumkloridheksahydrat, Natriumklorid, Natriumhydrogenkarbonat;Peritonealdialysevæske;(ikke angitt);Tokammerpose sleep safe;;4;3000;ml; 831.60 ; 1,096.50 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;15-10629;B05DB;Nei;23.07.2018;Markedsført;Markedsført
180287;;Targin;Orifarm AS;Oksykodonhydroklorid, Naloksonhydroklorid;Depottablett;5 mg/2,5 mg;Blisterpakning;;;98;stk; 226.38 ; 343.60 ; -   ; 343.60 ;A;Rom (15-25 grader);002288;Nei;18-12404;N02AA55;Ja;01.01.2019;Har MT;Kan prisbehandles
180362;;Acetylsalisylsyre Actavis;Actavis Group PTC ehf;Acetylsalisylsyre;Enterotablett;75 mg;Blisterpakning;;;100;stk; 53.75 ; 104.80 ; 80.80 ; -   ;C;Rom (15-25 grader);000114;Nei;10-7441;B01AC06;Nei;01.06.2018;Markedsført;Markedsført
180419;;Protopic;LEO PHARMA (2);Takrolimus;Salve;0,1 %;Tube;;;60;g; 392.67 ; 536.90 ; -   ; -   ;C;Rom (15-25 grader);002283;Nei;EU/1/02/201/004;D11AH01;Nei;15.12.2011;Markedsført;Markedsført
180437;;Akynzeo;Orifarm AS;Netupitant, Palonosetron;Kapsel, hard;300 mg/0,5 mg;Blisterpakning;;;1;stk; 549.08 ; 736.30 ; -   ; 736.30 ;C;Rom (15-25 grader);002219;Nei;17-11877;A04AA55;Ja;06.12.2017;Markedsført;Markedsført
180493;;Metadon Nordic Drugs;Nordic Drugs AB;Metadonhydroklorid;Mikstur, oppløsning;30 mg;Flaske av plast;;1;50;ml; 33.23 ; 97.40 ; -   ; -   ;A;Rom (15-25 grader);002040;Nei;14-10151;N07BC02;Nei;05.11.2014;Markedsført;Markedsført
180634;;Cyramza;Eli Lilly Nederland B.V.;Ramucirumab;Konsentrat til infusjonsvæske, oppløsning;10 mg/ml;Hetteglass;;;50;ml; 27,096.61 ; 34,753.80 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/14/957/003;L01XC21;Nei;24.02.2015;Markedsført;Markedsført
180646;;Pravachol;Bristol-Myers Squibb AB;Pravastatin;Tablett;20 mg;Blisterpakning;;;98;stk; 340.01 ; 469.80 ; 144.50 ; 144.50 ;C;Rom (15-25 grader);000261;Nei;0000-07865;C10AA03;Ja;01.10.2014;Avregistrert;Avregistrert
180675;;Fluorouracil Accord;Accord Healthcare B.V.;Fluorouracil;Injeksjons-/infusjonsvæske, oppløsning;50 mg/ml;Hetteglass;;1;50;ml; 115.03 ; 182.90 ; -   ; -   ;C;Rom (15-25 grader);001950;Nei;12-9364;L01BC02;Nei;17.01.2014;Markedsført;Markedsført
180708;;Leflunomide medac;Medac - Gesellschaft für klinische Spezialpräparate Gmbh - Wedel;Leflunomid;Tablett, filmdrasjert;10 mg;Boks;;;100;stk; 1,644.01 ; 2,132.40 ; -   ; 2,132.40 ;C;Rom (15-25 grader);001715;Nei;EU/1/10/637/004;L04AA13;Ja;12.01.2011;Markedsført;Markedsført
181144;;Orfiril;2care4;Natriumvalproat;Mikstur, oppløsning;60 mg/ml;Flaske av glass;;;250;ml; 236.55 ; 337.90 ; -   ; 337.90 ;C;Rom (15-25 grader);000557;Ja;13-9806;N03AG01;Ja;01.02.2019;Markedsført;Markedsført
181307;;Ezetrol;Orifarm AS;Ezetimib;Tablett;10 mg;Blisterpakning;;;98;stk; 1,001.16 ; 1,312.70 ; 292.00 ; 292.00 ;C;Rom (15-25 grader);001575;Nei;17-11887, 18-12275;C10AX09;Ja;01.08.2018;Markedsført;Markedsført
181313;;Emconcor CHF;Merck KGaA;Bisoprololfumarat;Tablett, filmdrasjert;2,5 mg;Blisterpakning;;;28;stk; 21.87 ; 64.10 ; 54.00 ; 54.00 ;C;Rom (15-25 grader);001637;Nei;1999-07738;C07AB07;Ja;01.05.2010;Markedsført;Markedsført
181462;;Buquel;Meda - Asker;Fentanylsitrat;Bukkalfilm;400 mikrog;Pose;;;28;stk; 1,400.66 ; 1,840.80 ; -   ; 1,840.80 ;A;Rom (15-25 grader);;<ikke angitt>;08-5904;N02AB03;Ja;01.01.2019;Midlertidig utgått;Midlertidig utgått
181476;;Hydroxyzine Orion;Orion Corporation - Espoo;Hydroksyzinhydroklorid;Tablett, filmdrasjert;10 mg;Blisterpakning;;;100;stk; 59.30 ; 111.90 ; -   ; 111.90 ;C;Rom (15-25 grader);002115;Nei;15-10934;N05BB01;Ja;19.12.2017;Markedsført;Markedsført
181536;;Lumigan;Allergan Pharmaceuticals Ireland Ltd;Bimatoprost;Øyedråper, oppløsning;0,3 mg/ml;Endosebeholder;;90;0.4;ml; 421.33 ; 573.40 ; -   ; 573.40 ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/02/205/007;S01EE03;Ja;01.12.2016;Markedsført;Markedsført
181562;;Targiniq;Mundipharma AS;Oksykodonhydroklorid, Naloksonhydroklorid;Depottablett;20 mg/10 mg;Flaske;;;100;stk; 924.00 ; 1,233.10 ; -   ; 1,233.10 ;A;Rom (15-25 grader);002286;Nei;08-6098;N02AA55;Ja;01.01.2019;Markedsført;Markedsført
181563;;Amgevita;Amgen Europe B.V. (2);Adalimumab;Injeksjonsvæske, oppløsning i ferdigfylt sprøyte;20 mg;Ferdigfylt sprøyte;;1;0.4;ml; 2,061.34 ; 2,677.30 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/16/1164/001;L04AB04;Nei;04.01.2019;Har MT;Kan prisbehandles
181713;;Otezla;Celgene Europe B.V.;Apremilast;Tablett, filmdrasjert;30 mg;Blisterpakning;;;56;stk; 6,994.90 ; 8,954.70 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/14/981/002;L04AA32;Ja;01.06.2016;Markedsført;Markedsført
181720;029248;InductOs;MedTronic BioPharma B.V.;Dibotermin alfa;Pulver, væske og matriks til matriks til implantasjon;1,5 mg/ml;Hetteglass;;;;; 23,398.44 ; 29,869.30 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/02/226/001;M05BC01;Nei;25.08.2003;Markedsført;Markedsført
181795;;Yasmin;2care4 ApS;Etinyløstradiol, Drospirenon;Tablett, filmdrasjert;0,03 mg/3 mg;Kalenderpakning;;3;21;stk; 166.73 ; 248.80 ; -   ; -   ;C;Rom (15-25 grader);000306;Nei;17-12058;G03AA12;Nei;01.10.2018;Markedsført;Markedsført
181798;;Topotecan Accord;Accord Healthcare B.V.;Topotekanhydroklorid;Konsentrat til infusjonsvæske, oppløsning;1 mg/ml;Hetteglass;;1;4;ml; 2,369.32 ; 3,057.10 ; -   ; -   ;C;Rom (15-25 grader);002220;Nei;11-8165;L01XX17;Nei;10.12.2012;Markedsført;Markedsført
181860;;Duloxetin Pensa;Pensa Pharma AB;Duloksetinhydroklorid;Enterokapsel, hard;60 mg;Blisterpakning;;;98;stk; 985.98 ; 1,293.40 ; -   ; 1,293.40 ;C;Rom (15-25 grader);002057;Nei;14-10275;N06AX21;Ja;08.07.2015;Markedsført;Markedsført
181948;;Candesartan Krka;KRKA Sverige AB;Kandesartancileksetil;Tablett;8 mg;Blisterpakning;;;28;stk; 94.65 ; 156.90 ; 54.00 ; 54.00 ;C;Rom (15-25 grader);001219;Nei;10-7695;C09CA06;Ja;01.08.2018;Markedsført;Markedsført
181980;;Inegy;Merck Sharp & Dohme B.V.;Ezetimib, Simvastatin;Tablett;10 mg/20 mg;Blisterpakning;;;28;stk; 336.97 ; 465.90 ; -   ; 465.90 ;C;Rom (15-25 grader);;<ikke angitt>;04-2656;C10BA02;Ja;01.08.2018;Markedsført;Markedsført
182204;;Glucagon Novo Nordisk;Novo Nordisk A/S;Glukagonhydroklorid;Pulver og væske til injeksjonsvæske, oppløsning;1 mg;Hetteglass;;;;; 1,126.12 ; 1,479.10 ; -   ; 1,479.10 ;C;Kaldt (2-8 grader);;<ikke angitt>;04-3082;H04AA01;Ja;01.01.2016;Markedsført;Markedsført
182236;;Oramorph;L. Molteni & C. dei F.lli Alitti Società di Esercizio S.p.A.;Morfinsulfat;Mikstur, oppløsning;2 mg/ml;Endosebeholder;;30;5;ml; 149.92 ; 246.10 ; -   ; 246.10 ;A;Rom (15-25 grader);;<ikke angitt>;2000-02905;N02AA01;Ja;01.01.2019;Markedsført;Markedsført
182307;;Advagraf;Astellas Pharma Europe BV;Takrolimus;Depotkapsel, hard;0,5 mg;Blisterpakning, endose;;50;1;stk; 395.06 ; 540.00 ; -   ; 540.00 ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/07/387/015;L04AD02;Ja;01.09.2018;Markedsført;Markedsført
182376;;Tramagetic Retard;Mundipharma AS;Tramadolhydroklorid;Depottablett;150 mg;Blisterpakning;;20;1;stk; 58.97 ; 130.20 ; -   ; 130.20 ;B;Rom (15-25 grader);;<ikke angitt>;1999-07783;N02AX02;Ja;01.01.2019;Markedsført;Markedsført
182486;;Vivotif;PaxVax Ltd.;Salmonella typhi ty21a, levende, svekket;Enterokapsel, hard;;Blisterpakning;;;3;stk; 154.76 ; 234.50 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;17-11652;J07AP01;Nei;29.11.2018;Markedsført;Markedsført
182502;;Noradrenalin Abcur;Abcur AB;Noradrenalintartrat;Konsentrat til infusjonsvæske, oppløsning;1 mg/ml;Ampulle;;10;5;ml; 903.94 ; 1,188.80 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;12-8866;C01CA03;Nei;25.07.2012;Markedsført;Markedsført
182521;;Samsca;Orifarm AS;Tolvaptan;Tablett;15 mg;Blisterpakning, endose;;10;1;stk; 8,500.00 ; 10,873.80 ; -   ; -   ;C;Rom (15-25 grader);002197;Nei;17-11642;C03XA01;Nei;15.12.2018;Markedsført;Markedsført
182690;;Spiriva;Farmagon;Tiotropiumbromid;Inhalasjonspulver, hard kapsel;18 mikrog;Inhalator;;;30;doser; 291.78 ; 408.30 ; -   ; 408.30 ;C;Rom (15-25 grader);000850;Nei;09-7012, 04-3148;R03BB04;Ja;01.07.2018;Midlertidig utgått;Midlertidig utgått
182729;;Spedra;Menarini International Operations Luxembourg S.A.;Avanafil;Tablett;200 mg;Blisterpakning;;;4;stk; 213.33 ; 308.20 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/13/841/008;G04BE10;Nei;30.03.2017;Markedsført;Markedsført
182753;;Trileptal;2care4 ApS;Okskarbazepin;Tablett, filmdrasjert;300 mg;Blisterpakning;;;100;stk; 239.31 ; 341.40 ; -   ; 341.40 ;C;Rom (15-25 grader);001906;Ja;14-9979, 12-9407, 14-9973;N03AF02;Ja;16.08.2013;Har MT, Markedsført;Markedsført
182778;;Epirubicin Accord;Accord Healthcare Ltd.;Epirubicinhydroklorid;Injeksjons-/infusjonsvæske, oppløsning;2 mg/ml;Hetteglass;;1;10;ml; 253.47 ; 361.00 ; -   ; -   ;C;Kaldt (2-8 grader);001714;Nei;07-4972;L01DB03;Nei;10.01.2017;Markedsført;Markedsført
182793;;Orionox;Orion Corporation - Espoo;Oksykodonhydroklorid;Depottablett;10 mg;Blisterpakning;;;28;stk; 48.67 ; 117.10 ; 93.20 ; 93.20 ;A;Rom (15-25 grader);001628;Nei;12-9220;N02AA05;Ja;01.01.2019;Midlertidig utgått;Midlertidig utgått
183039;;Miktosan;Sandoz - København;Tamsulosinhydroklorid;Kapsel med modifisert frisetting, hard;0,4 mg;Blisterpakning;;;100;stk; 270.00 ; 380.50 ; 278.60 ; 278.60 ;C;Rom (15-25 grader);000330;Nei;06-4008;G04CA02;Ja;01.11.2018;Markedsført;Markedsført
183117;;Multaq;Farmagon;Dronedaron;Tablett, filmdrasjert;400 mg;Blisterpakning;;;100;stk; 1,130.56 ; 1,477.70 ; -   ; 1,477.70 ;C;Rom (15-25 grader);001838;Nei;12-8892;C01BD07;Ja;25.07.2012;Midlertidig utgått;Midlertidig utgått
183133;;Zavicefta;Pfizer Ireland Pharmaceuticals (1);Ceftazidim, Avibaktam;Pulver til konsentrat til infusjonsvæske, oppløsning;2 000 mg/500 mg;Hetteglass;;;10;stk; 10,498.60 ; 13,422.00 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/16/1109/001;J01DD52;Nei;15.05.2017;Markedsført;Markedsført
183157;;Donaxyl;CampusPharma AB;Dekvaliniumklorid;Vaginaltablett;10 mg;Blisterpakning;;;6;stk; 118.43 ; 187.20 ; -   ; -   ;C;Rom (15-25 grader);002230;Nei;13-9815;G01AC05;Nei;22.07.2015;Markedsført;Markedsført
183283;;Irbesartan/Hydroklortiazid Actavis;Actavis Group PTC ehf;Irbesartan, Hydroklortiazid;Tablett, filmdrasjert;300 mg/12,5 mg;Blisterpakning;;;98;stk; 391.90 ; 535.90 ; 278.30 ; 278.30 ;C;Rom (15-25 grader);000248;Nei;09-6880;C09DA04;Ja;01.07.2015;Markedsført;Markedsført
183386;;Acetylsalisylsyre Actavis;Actavis Group PTC ehf;Acetylsalisylsyre;Enterotablett;160 mg;Boks av plast;;;100;stk; 53.75 ; 104.80 ; 80.80 ; -   ;C;Rom (15-25 grader);000115;Nei;10-7444;B01AC06;Nei;01.06.2018;Markedsført;Markedsført
183393;;Diclofenac Bluefish;Bluefish Pharmaceuticals AB;Diklofenaknatrium;Enterotablett;50 mg;Blisterpakning;;;20;stk; 14.19 ; 54.30 ; 50.00 ; 50.00 ;C;Rom (15-25 grader);000482;Nei;06-4462;M01AB05;Ja;01.12.2014;Markedsført;Markedsført
183396;;Strensiq;Alexion Europe SAS (1);Asfotase alfa;Injeksjonsvæske, oppløsning;40 mg/ml;Hetteglass;;12;0.7;ml; 256,483.23 ; 328,655.40 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/15/1015/008;A16AB13;Nei;15.02.2016;Markedsført;Markedsført
183397;;Levetiracetam Accord;Accord Healthcare Limited;Levetiracetam;Tablett, filmdrasjert;1 000 mg;Blisterpakning;;;100;stk; 798.28 ; 1,054.10 ; -   ; 1,054.10 ;C;Rom (15-25 grader);001785;Ja;EU/1/11/712/027;N03AX14;Ja;01.02.2019;Markedsført;Markedsført
183455;;Ezetimib Krka;KRKA, d.d. Novo mesto;Ezetimib;Tablett;10 mg;Blisterpakning;;;30;stk; 306.48 ; 427.00 ; 114.90 ; 114.90 ;C;Rom (15-25 grader);001575;Nei;15-10992;C10AX09;Ja;01.08.2018;Markedsført;Markedsført
183485;;Kisqali;Novartis Europharm Limited (1);Ribosiklib;Tablett, filmdrasjert;200 mg;Blisterpakning;;;21;stk; 13,842.54 ; 17,685.50 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/17/1221/001;L01XE42;Ja;04.10.2017;Markedsført;Markedsført
183660;;Jext;ALK-Abelló AS;Adrenalintartrat;Injeksjonsvæske, oppløsning i ferdigfylt penn;300 mikrog;Ferdigfylt penn;;;0.3;ml; 312.64 ; 434.90 ; -   ; 434.90 ;C;Rom (15-25 grader);;<ikke angitt>;09-7185;C01CA24;Ja;01.08.2018;Markedsført;Markedsført
183669;;Escitalopram Teva;Teva Sweden AB;Escitalopramoksalat;Tablett, filmdrasjert;20 mg;Blisterpakning;;;100;stk; 379.01 ; 519.50 ; 196.80 ; 196.80 ;C;Rom (15-25 grader);001652;Nei;08-5718;N06AB10;Ja;01.02.2019;Midlertidig utgått;Midlertidig utgått
183838;;Gemcitabine Accord;Accord Healthcare B.V.;Gemcitabinhydroklorid;Pulver til infusjonsvæske, oppløsning;1 g;Hetteglass;;;1;g; 1,370.47 ; 1,783.60 ; -   ; -   ;C;Rom (15-25 grader);001707;Nei;07-4976;L01BC05;Nei;17.01.2014;Markedsført;Markedsført
183871;;Florinef;Aspen Pharma Trading Limited;Fludrokortisonacetat;Tablett;0,1 mg;Boks;;;100;stk; 39.96 ; 87.40 ; -   ; 87.40 ;C;Kaldt (2-8 grader);;<ikke angitt>;0000-03533;H02AA02;Ja;01.01.1999;Markedsført;Markedsført
183957;;Augmentin;GLAXOSMITHKLINE AS;Amoksicillin, Klavulansyre;Pulver til mikstur, suspensjon;400 mg/57 mg/5 ml;Flaske av glass;;;70;ml; 108.50 ; 174.60 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;16-11188;J01CR02;Nei;08.05.2018;Markedsført;Markedsført
