Article number;Old article number ;Product name;MA-holder;Active substance;Pharmaceutical form;Strength;Package type;Multiple;Packages ;Packsize;Unit; PPP ; PRP ; Stepped price ; Reimbursed price ;Prescription group;Storage;Substitution group;Limited substitution;MA-number;ATC-code;Reimbursed;Date PPP;Marketing status package;MA-status
390911;;Tobramycin B. Braun;B. Braun Melsungen  AG;Tobramycin;Infusjonsvæske, oppløsning;3 mg/ml;Flaske av plast;;10;120;ml;2298.72;2967.1;0;0;C;Rom (15-25 grader);;<ikke angitt>;07-4953;J01GB01;Nei;01.09.2011;Markedsført;Markedsført
390971;;Celebra;Pfizer AS;Celekoksib;Kapsel, hard;100 mg;Blisterpakning;;;100;stk;328.96;455.7;0;455.7;C;Rom (15-25 grader);002261;Nei;02-1061;M01AH01;Ja;01.05.2014;Markedsført;Markedsført
390997;;Celebra;Pfizer AS;Celekoksib;Kapsel, hard;200 mg;Blisterpakning;;;20;stk;126.09;197;0;197;C;Rom (15-25 grader);001583;Nei;02-1062;M01AH01;Ja;01.05.2014;Markedsført;Midlertidig utgått
391010;;Gonal-F;Merck Europe B.V.;Follitropin alfa;Injeksjonsvæske, oppløsning;450 IE/0,75 ml;Ferdigfylt penn;;1;0.75;ml;1227.11;1608.5;0;0;C;Kaldt (2-8 grader);002272;Nei;EU/1/95/001/034;G03GA05;Nei;01.10.2018;Markedsført;Markedsført
391030;;Eporatio;Ratiopharm GmbH;Epoetin theta;Injeksjonsvæske, oppløsning;10 000 IE/1 ml;Ferdigfylt sprøyte;;6;1;ml;3078.7;3980.8;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/09/573/036;B03XA01;Ja;03.01.2018;Markedsført;Markedsført
391262;;Metadon Nordic Drugs;Nordic Drugs AB;Metadonhydroklorid;Mikstur, oppløsning;140 mg;Flaske av plast;;7;50;ml;296.24;432.7;0;0;A;Rom (15-25 grader);002054;Nei;14-10166;N07BC02;Nei;05.11.2014;Markedsført;Markedsført
391268;;Celebra;Pfizer AS;Celekoksib;Kapsel, hard;200 mg;Blisterpakning;;;100;stk;656.25;873;0;873;C;Rom (15-25 grader);001583;Nei;02-1062;M01AH01;Ja;01.05.2014;Markedsført;Markedsført
391321;;Valaciclovir Sandoz;Sandoz A/S;Valaciklovirhydroklorid;Tablett, filmdrasjert;500 mg;Blisterpakning;;;42;stk;353.03;486.4;422.4;422.4;C;Rom (15-25 grader);000410;Nei;08-6366;J05AB11;Ja;01.05.2018;Markedsført;Markedsført
391354;;Revolade;Novartis Europharm Limited;Eltrombopagolamin;Tablett, filmdrasjert;50 mg;Blisterpakning;;;28;stk;16690.44;21316.6;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/10/612/005;B02BX05;Ja;01.07.2018;Markedsført;Markedsført
391390;;Galantamin Krka;KRKA Sverige AB;Galantaminhydrobromid;Depotkapsel, hard;24 mg;Blisterpakning;;;28;stk;714.72;947.5;0;947.5;C;Rom (15-25 grader);001744;Nei;10-7574;N06DA04;Ja;16.08.2011;Markedsført;Markedsført
391421;;Reagila;Gedeon Richter Plc;Kariprazin;Kapsel, hard;3 mg;Blisterpakning;;;56;stk;1664.48;2158.5;0;0;C;;;<ikke angitt>;EU/1/17/1209/016;N05AX15;Nei;09.08.2018;Har MT;Kan prisbehandles
391550;;Trulicity;Eli Lilly Nederland B.V.;Dulaglutid;Injeksjonsvæske, oppløsning;1,5 mg;Ferdigfylt penn;;4;0.5;ml;805.82;1068.7;0;1068.7;C;Kaldt (2-8 grader);002126;Nei;EU/1/14/956/007;A10BJ05;Ja;01.03.2018;Markedsført;Markedsført
391582;;Isentress;Merck Sharp & Dohme B.V. (1);Raltegravir;Tyggetablett;25 mg;Boks;;;60;stk;1732.95;2245.8;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/07/436/003;J05AX08;Ja;01.05.2018;Markedsført;Markedsført
391586;;Irbesartan/Hydrochlorothiazide Sandoz;Sandoz - København;Irbesartan, Hydroklortiazid;Tablett, filmdrasjert;150 mg/12,5 mg;Blisterpakning;;;100;stk;399.9;546.1;234.6;234.6;C;Rom (15-25 grader);000247;Nei;08-6334;C09DA04;Ja;01.07.2015;Markedsført;Markedsført
391660;;Panzyga;Octapharma AB;Immunglobulin, normalt (humant);Infusjonsvæske, oppløsning;100 mg/ml;Flaske;;1;100;ml;5182.97;6676.9;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;15-10694;J06BA02;Ja;01.05.2018;Markedsført;Markedsført
391730;;Xylocain;Aspen Pharma Trading Limited;Lidokain;Spray;100 mg/ml;Flaske;;;50;ml;88.01;148.5;0;148.5;C;Rom (15-25 grader);;<ikke angitt>;0000-04112;N01BB02;Ja;01.02.2019;Markedsført;Markedsført
391779;;Benferol;Consilient Health Ltd.;Kolekalsiferol;Kapsel, myk;400 IU;Blisterpakning;;;90;stk;69.1;124.4;0;0;C;Rom (15-25 grader);;<ikke angitt>;15-10627;A11CC05;Nei;01.04.2018;Markedsført;Markedsført
391897;;Hydroxyzine Orion;Orion Corporation - Espoo;Hydroksyzinhydroklorid;Tablett, filmdrasjert;25 mg;Blisterpakning;;;100;stk;67.98;122.9;0;122.9;C;Rom (15-25 grader);001805;Nei;15-10935;N05BB01;Ja;19.12.2017;Markedsført;Markedsført
391954;;Metadon Abcur;Abcur AB;Metadonhydroklorid;Tablett;20 mg;Blisterpakning;;;20;stk;119.97;208;0;208;A;Rom (15-25 grader);;<ikke angitt>;12-9252;N07BC02;Ja;01.02.2016;Markedsført;Markedsført
391980;;Moventig;Kyowa Kirin Holdings B.V.;Naloksegoloksalat;Tablett, filmdrasjert;25 mg;Blisterpakning, endose;;90;1;stk;1813.57;2348.6;0;2348.6;C;Rom (15-25 grader);;<ikke angitt>;EU/1/14/962/007;A06AH03;Ja;15.05.2018;Markedsført;Markedsført
391984;;Tolucombi;KRKA, d.d. Novo mesto;Telmisartan, Hydroklortiazid;Tablett;80 mg/25 mg;Blisterpakning;;30;1;stk;194.47;284.2;137.9;137.9;C;Rom (15-25 grader);001971;Nei;EU/1/13/821/025;C09DA07;Ja;10.04.2014;Har MT;Kan prisbehandles
392140;;Ebetrex;EBEWE Pharma Ges.m.b.H Nfg. KG;Metotreksat;Injeksjonsvæske, oppløsning i ferdigfylt sprøyte;20 mg/ml;Ferdigfylt sprøyte;;1;0.5;ml;69.98;125.5;0;125.5;C;Rom (15-25 grader);;<ikke angitt>;07-5426;L04AX03;Ja;01.09.2018;Markedsført;Markedsført
392187;;Docetaxel Actavis;Actavis Group PTC ehf;Docetaksel;Konsentrat til infusjonsvæske;20 mg/ml;Hetteglass;;1;7;ml;7121.68;9116.4;0;0;C;Rom (15-25 grader);;<ikke angitt>;09-6863;L01CD02;Nei;01.01.2016;Midlertidig utgått;Midlertidig utgått
392201;;Tapin;Orifarm Generics A/S;Lidokain, Prilokain;Medisinert plaster;25 mg/25 mg;Eske;;;20;stk;264.05;372.9;0;0;C;Rom (15-25 grader);002014;Nei;13-9558;N01BB20;Nei;25.09.2014;Markedsført;Markedsført
392220;;Etoricoxib Orion;Orion Corporation - Espoo;Etorikoksib;Tablett, filmdrasjert;30 mg;Blisterpakning;;;100;stk;302.14;421.5;342;342;C;Rom (15-25 grader);002124;Nei;15-10835;M01AH05;Ja;01.11.2018;Markedsført;Markedsført
392225;;Omniscan;GE Healthcare AS;Gadodiamid;Injeksjonsvæske, oppløsning;0,5 mmol/ml;Flaske av plast;;10;50;ml;11553.95;14767.5;0;0;C;Rom (15-25 grader);;<ikke angitt>;06-3982;V08CA03;Nei;28.10.2009;Suspendert;Midlertidig utgått
392390;;Ikervis;Santen Oy;Ciklosporin;Øyedråper, emulsjon;1 mg/ml;Endosebeholder;;30;0.3;ml;675.12;897;0;897;C;Rom (15-25 grader);;<ikke angitt>;EU/1/15/990/001;S01XA18;Ja;01.04.2016;Markedsført;Markedsført
392438;;Tecfidera;Biogen Netherlands B.V.;Dimetylfumarat;Enterokapsel, hard;120 mg;Blisterpakning;;;14;stk;1290.46;1681.6;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/13/837/001;L04AX07;Ja;01.12.2017;Markedsført;Markedsført
392473;;Lipitor;Farmagon;Atorvastatinkalsium;Tablett, filmdrasjert;10 mg;Blisterpakning;;;28;stk;38.96;85.9;50;50;C;Rom (15-25 grader);000268;Nei;14-9987;C10AA05;Ja;01.08.2018;Markedsført;Markedsført
392483;;Jardiance;Farmagon;Empagliflozin;Tablett, filmdrasjert;10 mg;Blisterpakning;;;30;stk;331.01;458.3;0;458.3;C;Rom (15-25 grader);002147;Nei;16-11392;A10BK03;Ja;01.09.2018;Midlertidig utgått;Midlertidig utgått
392486;;Oxaliplatin Actavis;Actavis Group PTC ehf;Oksaliplatin;Konsentrat til infusjonsvæske, oppløsning;5 mg/ml;Hetteglass;;1;20;ml;3469.98;4460.5;0;0;C;Rom (15-25 grader);001675;Nei;10-7598;L01XA03;Nei;21.10.2011;Midlertidig utgått;Midlertidig utgått
392542;;Nuwiq;Octapharma AB;Simoctocog alfa;Pulver og væske til injeksjonsvæske, oppløsning;250 IE;sett;;;;;1441.28;1882.9;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/14/936/001;B02BD02;Ja;01.05.2017;Markedsført;Markedsført
392550;;Zerbaxa;Merck Sharp & Dohme B.V.;Ceftolozan, Tazobaktam;Pulver til konsentrat til infusjonsvæske, oppløsning;1 g/0,5 g;Hetteglass;;;10;stk;8269.77;10631.9;0;10631.9;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/15/1032/001;J01DI54;Ja;10.11.2015;Markedsført;Markedsført
392825;;Metadon Pharmadone;Pharmadone AB;Metadonhydroklorid;Mikstur, oppløsning;100 mg;Flaske av plast;;7;50;ml;310.38;450.7;0;0;A;Rom (15-25 grader);002050;Nei;12-9340;N07BC02;Nei;01.02.2016;Markedsført;Markedsført
392968;;Pinex;Actavis Group PTC ehf (1);Paracetamol;Tablett;500 mg;Boks;;;100;stk;23.15;65.8;0;65.8;C;Rom (15-25 grader);000528;Nei;0000-06256;N02BE01;Ja;01.01.2018;Markedsført;Midlertidig utgått
393203;;Truberzi;Allergan Pharmaceuticals International Limited;Eluksadolin;Tablett, filmdrasjert;100 mg;Blisterpakning;;;168;stk;2669.6;3440;0;3440;C;Rom (15-25 grader);;<ikke angitt>;EU/1/16/1126/006;A07DA06;Ja;01.04.2018;Har MT;Kan prisbehandles
393290;;Valproat Life Medical;Life Medical ApS (1);Natriumvalproat;Injeksjons-/infusjonsvæske, oppløsning;100 mg/ml;Ampulle;;5;10;ml;1155.3;1509.3;0;0;C;Rom (15-25 grader);;<ikke angitt>;16-11494;N03AG01;Nei;01.02.2019;Markedsført;Markedsført
393357;;Adalat Oros;Orifarm AS;Nifedipin;Depottablett;20 mg;Blisterpakning;;;28;stk;61.72;114.9;0;114.9;C;;002080;Nei;17-11881;C08CA05;Ja;01.08.2018;Har MT;Kan prisbehandles
393360;;Scenesse;Clinuvel (UK) Limited;Afamelanotid;Implantat;16 mg;Hetteglass;;;1;stk;131975.49;169129.8;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/14/969/001;D02BB02;Nei;09.10.2017;Har MT;Kan prisbehandles
393417;102404;Daxas;AstraZeneca AB (2);Roflumilast;Tablett, filmdrasjert;500 mikrog;Blisterpakning;;;30;stk;387.08;529.8;0;529.8;C;Rom (15-25 grader);001930;Nei;EU/1/10/636/002;R03DX07;Ja;01.02.2016;Markedsført;Markedsført
393430;;Rupafin;J. Uriach & Cia., SA;Rupatadinfumarat;Mikstur, oppløsning;1 mg/ml;Flaske;;;120;ml;72.5;128.7;0;0;C;Rom (15-25 grader);;<ikke angitt>;13-9499;R06AX28;Nei;14.11.2014;Markedsført;Markedsført
393687;;Fungoral;2care4;Ketokonazol;Krem;20 mg/g;Tube;;;30;g;48.75;98.4;0;98.4;C;Rom (15-25 grader);001994;Nei;14-9959;D01AC08;Ja;18.07.2014;Markedsført;Markedsført
393766;;Humira;AbbVie Deutschland GmbH & Co;Adalimumab;Injeksjonsvæske, oppløsning i ferdigfylt sprøyte;40 mg;Ferdigfylt sprøyte;;6;0.8;ml;24736.08;31729.4;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/03/256/005;L04AB04;Nei;01.02.2019;Har MT;Kan prisbehandles
393787;;Sevelamer Sandoz;Sandoz - København;Sevelamerkarbonat;Tablett, filmdrasjert;800 mg;Boks av plast;;;180;stk;940.18;1235;784.2;784.2;C;Rom (15-25 grader);001828;Nei;14-10304;V03AE02;Ja;01.10.2017;Markedsført;Markedsført
393795;;Gemkabi;FRESENIUS KABI NORGE AS;Gemcitabinhydroklorid;Konsentrat til infusjonsvæske, oppløsning;38 mg/ml;Hetteglass;;1;26.3;ml;1370.47;1783.6;0;0;C;Rom (15-25 grader);001707;Nei;13-9656;L01BC05;Nei;05.12.2017;Markedsført;Markedsført
393828;;Metformin Orifarm;Orifarm Generics (3);Metforminhydroklorid;Tablett, filmdrasjert;500 mg;Boks av plast;;;100;stk;28.69;72.8;0;72.8;C;Rom (15-25 grader);000085;Nei;08-6026;A10BA02;Ja;01.03.2018;Markedsført;Markedsført
393838;;MabThera;Roche Registration GmbH;Rituksimab;Injeksjonsvæske, oppløsning;1 600 mg;Hetteglass;;1;13.4;ml;21442.68;27509.7;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/98/067/004;L01XC02;Nei;01.12.2017;Markedsført;Markedsført
393840;;Valsartan Sandoz;Sandoz - København;Valsartan;Tablett, filmdrasjert;160 mg;Blisterpakning;;;28;stk;101.86;166.1;104.5;104.5;C;Rom (15-25 grader);000237;Nei;09-6727;C09CA03;Ja;01.08.2018;Markedsført;Markedsført
393937;;Temozolomide SUN;Sun Pharmaceutical - Nederland;Temozolomid;Kapsel, hard;250 mg;Blisterpakning, endose;;5;1;stk;3243.26;4171.4;0;0;C;;001664;Nei;EU/1/11/697/023;L01AX03;Nei;05.02.2018;Har MT;Kan prisbehandles
394183;;Persantine Retard;Orifarm AS;Dipyridamol;Kapsel med modifisert frisetting, hard;200 mg;Boks av plast;;;60;stk;97.18;160.2;120.1;120.1;C;Rom (15-25 grader);002021;Nei;17-11613;B01AC07;Ja;01.06.2018;Har MT;Kan prisbehandles
394609;;Ramipril Hexal;Hexal A/S;Ramipril;Tablett;5 mg;Blisterpakning;;;30;stk;28.37;72.4;72.4;72.4;C;Rom (15-25 grader);000223;Nei;03-2355;C09AA05;Ja;15.05.2014;Markedsført;Markedsført
394719;;Ziextenzo;Sandoz GmbH;Pegfilgrastim;Injeksjonsvæske, oppløsning i ferdigfylt sprøyte;6 mg;Ferdigfylt sprøyte;;1;0.6;ml;7752.07;9968.6;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/18/1327/001;L03AA13;Nei;25.01.2019;Har MT;Kan prisbehandles
394767;;Maxalt;Merck Sharp & Dohme B.V.;Rizatriptanbenzoat;Tablett;5 mg;Blisterpakning;;;6;stk;102.2;166.6;0;166.6;C;Rom (15-25 grader);;<ikke angitt>;10-8009;N02CC04;Ja;01.01.2019;Markedsført;Markedsført
395052;;Terbinafin Hexal;Orifarm AS;Terbinafinhydroklorid;Tablett;250 mg;Blisterpakning;;;14;stk;153.86;232.4;128.6;128.6;C;;000282;Nei;17-11873;D01BA02;Ja;05.02.2018;Har MT;Kan prisbehandles
395077;;Exjade;Novartis Europharm Limited (1);Deferasiroks;Tablett, filmdrasjert;90 mg;Blisterpakning;;;90;stk;4867.66;6242.5;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/06/356/012;V03AC03;Ja;18.07.2016;Markedsført;Markedsført
395106;;Fluorouracil Accord;Accord Healthcare  Ltd.;Fluorouracil;Injeksjons-/infusjonsvæske, oppløsning;50 mg/ml;Hetteglass;;1;100;ml;230.06;329.6;0;0;C;Rom (15-25 grader);001951;Nei;12-9364;L01BC02;Nei;17.01.2014;Markedsført;Markedsført
395226;;Remsima;Celltrion Healthcare Hungary Kft.;Infliksimab;Pulver til konsentrat til infusjonsvæske, oppløsning;100 mg;Hetteglass;;;3;stk;8957.72;11513.3;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/13/853/003;L04AB02;Nei;01.12.2017;Markedsført;Markedsført
395299;;Natriumklorid Fresenius Kabi;Fresenius Kabi Norge AS - Halden;Natriumklorid;Infusjonsvæske, oppløsning;9 mg/ml;Plastpose (Freeflex med nålefri port);;10;1000;ml;111;177.8;0;177.8;C;Rom (15-25 grader);;<ikke angitt>;0000-05846;B05BB01;Ja;19.11.2012;Markedsført;Markedsført
395522;;Aranesp;Amgen Europe B.V.;Darbepoetin alfa;Injeksjonsvæske, oppløsning;500 mikrog;Ferdigfylt sprøyte med nålebeskytter;;1;1;ml;7684.23;9881.7;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/01/185/098;B03XA02;Ja;01.05.2017;Markedsført;Markedsført
395539;;Atozet;Merck Sharp & Dohme B.V.;Ezetimib, Atorvastatin;Tablett, filmdrasjert;10 mg/40 mg;Blisterpakning;;;30;stk;326.71;452.8;0;452.8;C;Rom (15-25 grader);;<ikke angitt>;13-9809;C10BA05;Ja;01.08.2018;Markedsført;Markedsført
395665;;Docetaxel Kabi;Fresenius Kabi Oncology Plc;Docetaksel;Konsentrat til infusjonsvæske, oppløsning;80 mg/4 ml;Hetteglass;;1;4;ml;4111.88;5278.9;0;0;C;Rom (15-25 grader);001858;Nei;EU/1/12/770/001;L01CD02;Nei;01.01.2016;Markedsført;Markedsført
395923;;Trimbow;Chiesi Farmaceutici S.p.a.;Beklometasondipropionat, Formoterolfumaratdihydrat, Glykopyrronium;Inhalasjonsaerosol, oppløsning;87 mikrog/dose/5 mikrog/dose/9 mikrog/dose;Inhalator;;3;120;doser;1599.01;2085;0;2085;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/17/1208/005;R03AL09;Ja;11.09.2017;Markedsført;Markedsført
395931;;Olmesartan Medoxomil Accord;Accord Healthcare B.V.;Olmesartanmedoksomil;Tablett, filmdrasjert;10 mg;Blisterpakning;;;28;stk;100.98;165;0;165;C;Rom (15-25 grader);000878;Nei;16-11427;C09CA08;Ja;24.09.2018;Markedsført;Markedsført
395939;;Fragmin;Pfizer AS;Dalteparinnatrium;Injeksjonsvæske, oppløsning;12 500 IE anti-Xa/ml;Ferdigfylt sprøyte;;100;0.2;ml;1810.55;2344.7;0;2344.7;C;Rom (15-25 grader);;<ikke angitt>;0000-07373;B01AB04;Ja;01.06.2018;Markedsført;Midlertidig utgått
395947;;Fragmin;Pfizer AS;Dalteparinnatrium;Injeksjonsvæske, oppløsning;25 000 IE anti-Xa/ml;Ferdigfylt sprøyte;;100;0.2;ml;2889.14;3719.9;0;3719.9;C;Rom (15-25 grader);;<ikke angitt>;0000-07374;B01AB04;Ja;01.06.2018;Markedsført;Midlertidig utgått
396044;;Stilnoct;Sanofi-aventis Norge (3);Zolpidemtartrat;Tablett, filmdrasjert;5 mg;Blisterpakning;;;100;stk;52.84;122.4;0;122.4;B;Rom (15-25 grader);000638;Nei;0000-08201;N05CF02;Ja;01.01.2019;Markedsført;Midlertidig utgått
396051;;Maxalt;Merck Sharp & Dohme B.V.;Rizatriptanbenzoat;Tablett;10 mg;Blisterpakning;;;6;stk;102.2;166.6;0;166.6;C;Rom (15-25 grader);001630;Nei;10-8010;N02CC04;Ja;01.01.2019;Markedsført;Markedsført
396120;;Bufomix Easyhaler;Orion Corporation - Espoo;Budesonid, Formoterolfumaratdihydrat;Inhalasjonspulver;320 mikrog/9 mikrog;Inhalator med beskyttelseshylster;;;60;doser;282.64;396.6;280.4;280.4;C;Rom (15-25 grader);000740;Ja;13-9512;R03AK07;Ja;01.09.2018;Markedsført;Markedsført
396186;;Montelukast Teva;Teva Sweden AB;Montelukastnatrium;Tablett, filmdrasjert;10 mg;Blisterpakning;;;28;stk;107.51;173.3;95.9;95.9;C;Rom (15-25 grader);001597;Nei;07-4673;R03DC03;Ja;01.07.2018;Markedsført;Markedsført
396203;;Epoprostenol Campuspharma;CampusPharma AB;Epoprostenolnatrium;Pulver og væske til infusjonsvæske, oppløsning;1,5 mg;Hetteglass;;;;;1307.2;1702.9;0;0;C;Rom (15-25 grader);;<ikke angitt>;08-6275;B01AC09;Ja;16.08.2011;Markedsført;Markedsført
396254;;Mavenclad;Merck Europe B.V.;Kladribin;Tablett;10 mg;Blisterpakning;;;1;stk;20859.28;26631.8;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/17/1212/001;L04AA40;Ja;27.09.2017;Markedsført;Markedsført
396268;;Naratriptan Orifarm;Orifarm Generics A/S;Naratriptan;Tablett, filmdrasjert;2,5 mg;Blisterpakning;;;18;stk;665.73;885.1;715.3;715.3;C;Rom (15-25 grader);000540;Nei;17-11498;N02CC02;Ja;15.10.2018;Markedsført;Markedsført
396565;;Instanyl;Takeda Pharma AS;Fentanyl;Nesespray, oppløsning;200 mikrog/dose;Flaske;;6;1;dose;387.41;548.9;0;548.9;A;Rom (15-25 grader);;<ikke angitt>;EU/1/09/531/019;N02AB03;Ja;01.01.2019;Markedsført;Markedsført
396567;;Nebido;Orifarm AS;Testosteronundekanoat;Injeksjonsvæske, oppløsning;1 000 mg/4 ml;Ampulle av mørkt glass;;1;4;ml;913.37;1200.8;0;1200.8;C;Rom (15-25 grader);001809;Nei;12-8831;G03BA03;Ja;01.10.2018;Midlertidig utgått;Kan prisbehandles
396602;;Reltebon Depot;Actavis Group PTC ehf;Oksykodonhydroklorid;Depottablett;20 mg;Blisterpakning;;;50;stk;140.32;233.9;177.4;177.4;A;Rom (15-25 grader);001591;Nei;12-9285;N02AA05;Ja;01.01.2019;Markedsført;Markedsført
396805;062783;Zarzio;Sandoz GmbH;Filgrastim;Injeksjons-/infusjonsvæske, oppløsning;30 mill E/0,5 ml;Ferdigfylt sprøyte med nålebeskytter;;5;0.5;ml;1908.82;2481.9;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/08/495/003;L03AA02;Ja;15.11.2010;Markedsført;Markedsført
397021;;Paramax;Vitabalans Oy;Paracetamol;Tablett;1 g;Boks av plast;;;100;stk;34.76;80.6;0;80.6;C;Rom (15-25 grader);000523;Nei;09-6771;N02BE01;Ja;01.01.2018;Markedsført;Markedsført
397033;;Diclofenac Bluefish;Bluefish Pharmaceuticals AB;Diklofenaknatrium;Enterotablett;25 mg;Blisterpakning;;;30;stk;21.29;63.4;50;50;C;Rom (15-25 grader);000480;Nei;06-4461;M01AB05;Ja;01.12.2014;Markedsført;Markedsført
397253;;Delmosart;Actavis Group PTC ehf;Metylfenidathydroklorid;Depottablett;36 mg;Boks av plast;;;30;stk;278.58;410.2;410.2;410.2;A;Rom (15-25 grader);000962;Nei;15-10788;N06BA04;Ja;01.02.2019;Markedsført;Markedsført
397266;;Tremfya;Janssen-Cilag International N.V.;Guselkumab;Injeksjonsvæske, oppløsning i ferdigfylt penn;100 mg;Ferdigfylt penn;;;1;ml;21554.46;27652.9;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/17/1234/002;L04AC16;Ja;26.11.2018;Markedsført;Markedsført
397314;;Emla;Farmagon;Lidokain, Prilokain;Krem;25 mg/g/25 mg/g;Tube;;5;5;g, stk;118.46;187.3;0;187.3;C;Rom (15-25 grader);001608;Nei;07-5414;N01BB20;Ja;12.09.2018;Markedsført;Markedsført
397317;;Darzalex;Janssen-Cilag International N.V.;Daratumumab;Konsentrat til infusjonsvæske, oppløsning;20 mg/ml;Hetteglass;;1;20;ml;18922.75;24281;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/16/1101/002;L01XC24;Nei;20.07.2016;Markedsført;Markedsført
397494;;Erbitux;Merck KGaA;Cetuksimab;Infusjonsvæske, oppløsning;5 mg/ml;Hetteglass;;1;20;ml;1804.04;2347.7;0;0;C;Kaldt (2-8 grader);001774;Nei;EU/1/04/281/003;L01XC06;Nei;15.12.2017;Markedsført;Markedsført
397559;;Menveo;Orifarm AS;Meningokokk gruppe A oligosakkarid, konjugert til difteri CRM-197 protein, Meningokokk gruppe C oligosakkarid, konjugert til difteri CRM-197 protein, Meningokokk gruppe W135 oligosakkarid, konjugert til difteri CRM-197 protein, Meningokokk gruppe Y oligosakkarid, konjugert til difteri CRM-197 protein;Pulver og væske til injeksjonsvæske, oppløsning;(ikke angitt);Hetteglass;;;1;stk;276.76;390.8;0;0;C;Kaldt (2-8 grader);002002;Nei;14-10051;J07AH08;Nei;16.10.2014;Har MT;Kan prisbehandles
397563;;Fampyra;Orifarm AS;Fampridin;Depottablett;10 mg;Blisterpakning;;;56;stk;1427;1855.7;0;0;C;Rom (15-25 grader);001887;Nei;13-9509;N07XX07;Nei;01.12.2017;Midlertidig utgått;Midlertidig utgått
397604;;Maxalt Rapitab;Merck Sharp & Dohme B.V.;Rizatriptanbenzoat;Smeltetablett;10 mg;Blisterpakning, endose;;3;1;stk;79.94;138.2;90.6;90.6;C;Rom (15-25 grader);000912;Nei;10-8012;N02CC04;Ja;01.01.2019;Markedsført;Markedsført
397630;;Palladon;Mundipharma AS;Hydromorfonhydroklorid;Injeksjons-/infusjonsvæske, oppløsning;10 mg/ml;Ampulle;;5;1;ml;361.67;516.1;0;516.1;A;Rom (15-25 grader);;<ikke angitt>;08-5877;N02AA03;Ja;15.04.2016;Markedsført;Markedsført
397659;;Propolipid;Fresenius Kabi Norge AS - Halden;Propofol;Injeksjons-/infusjonsvæske, emulsjon;10 mg/ml;Hetteglass;;10;20;ml;237.48;339;0;0;C;Rom (15-25 grader);001776;Nei;04-2932;N01AX10;Nei;27.11.2017;Markedsført;Markedsført
397671;;Tobrasone;2care4 ApS;Tobramycin, Deksametason;Øyedråper, suspensjon;3 mg/ml/1 mg/ml;Flaske av plast med dråpespiss;;1;5;ml;36.16;82.4;0;0;C;Rom (15-25 grader);002270;Nei;18-12130;S01CA01;Nei;15.01.2019;Markedsført;Markedsført
397713;;Valaciclovir Amneal;Amneal Pharma Europe Limited;Valaciklovirhydroklorid;Tablett, filmdrasjert;500 mg;Blisterpakning;;;30;stk;252.95;358.8;322.3;322.3;C;Rom (15-25 grader);000410;Nei;08-6284;J05AB11;Ja;01.05.2018;Har MT;Kan prisbehandles
397745;;Xeloda;Roche Registration GmbH;Kapecitabin;Tablett, filmdrasjert;150 mg;Blisterpakning;;;60;stk;255.81;362.4;0;0;C;Rom (15-25 grader);001920;Nei;EU/1/00/163/001;L01BC06;Ja;01.04.2014;Midlertidig utgått;Midlertidig utgått
397752;;Xeloda;Roche Registration GmbH;Kapecitabin;Tablett, filmdrasjert;500 mg;Blisterpakning;;;120;stk;1691.69;2193.2;0;0;C;Rom (15-25 grader);001921;Nei;EU/1/00/163/002;L01BC06;Ja;01.04.2014;Markedsført;Markedsført
397787;;Baraclude;Farmagon;Entekavir;Tablett, filmdrasjert;0,5 mg;Blisterpakning;;;30;stk;3482.35;4476.2;0;0;C;Rom (15-25 grader);001681;Nei;09-7201;J05AF10;Nei;01.01.2016;Har MT;Kan prisbehandles
397863;;Ropivacain Fresenius Kabi;Fresenius Kabi Norge AS - Halden;Ropivakainhydrokloridmonohydrat;Injeksjonsvæske, oppløsning;5 mg/ml;Ampulle;;5;10;ml;127.11;198.3;0;0;C;Rom (15-25 grader);001701;Nei;09-6704;N01BB09;Nei;22.11.2010;Markedsført;Markedsført
398078;;Tadalafil Accord;Accord Healthcare B.V.;Tadalafil;Tablett, filmdrasjert;10 mg;Blisterpakning;;;4;stk;324.25;449.7;120.6;0;C;Rom (15-25 grader);000906;Nei;15-10611;G04BE08;Nei;15.01.2018;Markedsført;Markedsført
