Regnr;Artikelnaam;Maximumprijs;Eenheid
15009;IMIGRAN INJVLST 12MG/ML PENFILLPATR 0,5ML;42,151523;ML
15009;IMIGRAN INJVLST 12MG/ML PENFILLPATR 0,5ML+GLAXOPEN;42,151523;ML
120200//19469;IMIGRAN NEUSSPRAY 10MG;6,466901;STUK
19469;IMIGRAN NEUSSPRAY 10MG;6,466901;STUK
122542//19470;IMIGRAN NEUSSPRAY 20MG;7,709927;STUK
19470;IMIGRAN NEUSSPRAY 20MG;7,709927;STUK
24917//19470;IMIGRAN NEUSSPRAY 20MG;7,709927;STUK
101614;IMIPENEM/CILASTATINE FRES KABI INFPDR FL 500/500MG;12,712816;STUK
50116;IMIPRAMINE HCL CF DRAGEE 25MG;0,037256;STUK
50113;IMIPRAMINE HCL CF OMHULDE TABLET 10MG;0,027343;STUK
EU/1/15/1064/001;IMLYGIC INJVLST 1MILJ PFU/ML FLACON 1ML;2295,904556;ML
EU/1/15/1064/002;IMLYGIC INJVLST 100MILJ PFU/ML FLACON 1ML;2295,904556;ML
15195;IMMUKINE INJVLST 0,2MG/ML FLACON 0,5ML;241,961271;ML
11063;IMOVANE TABLET 7,5MG;0,194618;STUK
104881//21168;IMPLANON NXT IMPLANTAAT IN APPLICATOR 68MG;113,289071;STUK
121593//21168;IMPLANON NXT IMPLANTAAT IN APPLICATOR 68MG;113,289071;STUK
122173//21168;IMPLANON NXT IMPLANTAAT IN APPLICATOR 68MG;113,289071;STUK
122756//21168;IMPLANON NXT IMPLANTAAT IN APPLICATOR 68MG;113,289071;STUK
21168;IMPLANON NXT IMPLANTAAT IN APPLICATOR 68MG;113,289071;STUK
EU/1/17/1216/006;IMRALDI 40 INJVLST 50MG/ML PEN 0,8ML;451,088978;ML
EU/1/17/1216/002;IMRALDI 40 INJVLST 50MG/ML WWSP 0,8ML;451,088978;ML
12476;IMURAN TABLET 25MG;0,158216;STUK
32650//5565;IMURAN TABLET 50MG;0,185970;STUK
5565;IMURAN TABLET 50MG;0,185970;STUK
EU/1/14/922/002;INCRUSE ELLIPTA INHALPDR 55MCG/DO 30DO + INH;1,045910;DOSIS
57417;INDAPAMIDE CF TABLET OMHULD 2,5MG;0,189817;STUK
15740=;57417 INDAPAMIDE PCH DRAGEE 2,5MG;0,189817;STUK
14095;INDERM APPLICATIEVLOEISTOF 1%;0,161721;ML
16363;INDOCOLLYRE OOGDRUPPELS 1MG/ML FLACON 5ML;0,641550;ML
21813;INDOMETACINE AUROBINDO CAPSULE 25MG;0,070441;STUK
21814;INDOMETACINE AUROBINDO CAPSULE 50MG;0,066675;STUK
55652;INDOMETACINE CF CAPSULE 25MG;0,070441;STUK
55879;INDOMETACINE CF ZETPIL 50MG;0,174583;STUK
55712;INDOMETACINE CF ZETPIL 100MG;0,757833;STUK
107900//30928;INEGY TABLET 10/20MG;1,287398;STUK
111948//30928;INEGY TABLET 10/20MG;1,287398;STUK
116925//30928;INEGY TABLET 10/20MG;1,287398;STUK
118877//30928;INEGY TABLET 10/20MG;1,287398;STUK
120691//30928;INEGY TABLET 10/20MG;1,287398;STUK
122013//30928;INEGY TABLET 10/20MG;1,287398;STUK
123925//30928;INEGY TABLET 10/20MG;1,287398;STUK
124150//30928;INEGY TABLET 10/20MG;1,287398;STUK
30928;INEGY TABLET 10/20MG;1,287398;STUK
103536//30929;INEGY TABLET 10/40MG;1,354186;STUK
107905//30929;INEGY TABLET 10/40MG;1,354186;STUK
111699//30929;INEGY TABLET 10/40MG;1,354186;STUK
114307//30929;INEGY TABLET 10/40MG;1,354186;STUK
115350//30929;INEGY TABLET 10/40MG;1,354186;STUK
116670//30929;INEGY TABLET 10/40MG;1,354186;STUK
120695//30929;INEGY TABLET 10/40MG;1,354186;STUK
120907//30929;INEGY TABLET 10/40MG;1,354186;STUK
122012//30929;INEGY TABLET 10/40MG;1,354186;STUK
122544//30929;INEGY TABLET 10/40MG;1,354186;STUK
30929;INEGY TABLET 10/40MG;1,354186;STUK
118876//30930;INEGY TABLET 10/80MG;1,794925;STUK
119659//30930;INEGY TABLET 10/80MG;1,794925;STUK
30930;INEGY TABLET 10/80MG;1,794925;STUK
EU/1/13/854/001;INFLECTRA INFUSIEPOEDER FLACON 100MG;479,952790;STUK
EU/1/13/854/003;INFLECTRA INFUSIEPOEDER FLACON 100MG;479,952790;STUK
30371;INFVLST CONC PACLITAXELUM 6MG/ML FLACON 5ML;13,224435;ML
30371;INFVLST CONC PACLITAXELUM 6MG/ML FLACON 16,7ML;13,224435;ML
30371;INFVLST CONC PACLITAXELUM 6MG/ML FLACON 25ML;13,224435;ML
30371;INFVLST CONC PACLITAXELUM 6MG/ML FLACON 50ML;13,224435;ML
17393;INFVLST METRONIDAZOLUM 5MG/ML VIAFLO ZAK 100ML;0,047633;ML
EU/1/16/1132/002;INHIXA INJVLST 2.000IE (20MG)/0,2ML WWSP;6,604828;ML
EU/1/16/1132/004;INHIXA INJVLST 4.000IE (40MG)/0,4ML WWSP;6,604828;ML
EU/1/16/1132/006;INHIXA INJVLST 6.000IE (60MG)/0,6ML WWSP;6,604828;ML
EU/1/16/1132/008;INHIXA INJVLST 8.000IE (80MG)/0,8ML WWSP;6,604828;ML
EU/1/16/1132/010;INHIXA INJVLST 10.000IE (100MG)/1ML WWSP;6,604828;ML
EU/1/12/777/005;INLYTA TABLET FILMOMHULD 5MG;70,108941;STUK
20817;INNOHEP INJVLST 20000 IE/ML WWSP 0,5ML;13,786939;ML
20818;INNOHEP INJVLST 20000 IE/ML WWSP 0,7ML;13,786939;ML
20819;INNOHEP INJVLST 20000 IE/ML WWSP 0,9ML;13,786939;ML
EU/1/06/378/016;INOVELON TABLET FILMOMHULD 400MG;2,075985;STUK
123372//29963;INSPRA TABLET 25MG;1,132529;STUK
29963;INSPRA TABLET 25MG;1,132529;STUK
29964;INSPRA TABLET 50MG;0,958794;STUK
EU/1/09/531/004;INSTANYL NEUSSPRAY 100MCG/DO FLACON 10DOSES;6,692125;DOSIS
EU/1/09/531/005;INSTANYL NEUSSPRAY 100MCG/DO FLACON 20DOSES;6,692125;DOSIS
EU/1/09/531/006;INSTANYL NEUSSPRAY 100MCG/DO FLACON 40DOSES;6,692125;DOSIS
EU/1/09/531/007;INSTANYL NEUSSPRAY 200MCG/DO FLACON 10DOSES;7,372167;DOSIS
EU/1/09/531/008;INSTANYL NEUSSPRAY 200MCG/DO FLACON 20DOSES;7,372167;DOSIS
EU/1/09/531/009;INSTANYL NEUSSPRAY 200MCG/DO FLACON 40DOSES;7,372167;DOSIS
EU/1/02/233/014;INSULATARD FLEXPEN INJ 100IE/ML PEN 3ML;1,861595;ML
EU/1/02/233/003;INSULATARD INJ 100IE/ML FLACON 10ML;1,588425;ML
EU/1/02/233/008;INSULATARD NOVOLET INJ 100IE/ML PEN 3ML;1,861595;ML
EU/1/02/233/006;INSULATARD PENFILL INJ 100IE/ML PATR 3ML;1,756335;ML
EU/1/97/030/035;INSUMAN BASAL INJ 100IE/ML PATROON 3ML;1,756335;ML
EU/1/97/030/148;INSUMAN BASAL SOLOSTAR INJ 100IE/ML PEN 3ML;1,861595;ML
EU/1/97/030/045;INSUMAN COMB 25 INJ 100IE/ML PATROON 3ML;1,813607;ML
EU/1/97/030/160;INSUMAN COMB 25 SOLOSTAR INJ 100IE/ML PEN 3ML;1,946133;ML
EU/1/97/030/050;INSUMAN COMB 50 INJ 100IE/ML PATROON 3ML;1,830522;ML
EU/1/97/030/054;INSUMAN INFUSAT INJ 100IE/ML PATR 3,15ML;8,879782;ML
EU/1/97/030/028;INSUMAN RAPID INJ 100IE/ML FLACON 5ML;2,392731;ML
EU/1/97/030/030;INSUMAN RAPID INJ 100IE/ML PATROON 3ML;1,750519;ML
EU/1/97/030/142;INSUMAN RAPID SOLOSTAR INJ 100IE/ML PEN 3ML;1,922562;ML
EU/1/99/109/001;INTEGRILIN INFVLST 0,75MG/ML FLACON 100ML;0,449116;ML
EU/1/99/109/002;INTEGRILIN INJVLST 2MG/ML FLACON 10ML;1,435758;ML
EU/1/08/468/001;INTELENCE TABLET 100MG;3,363133;STUK
EU/1/08/468/002;INTELENCE TABLET 200MG;6,656189;STUK
EU/1/99/127/023;INTRONA INJVLST 6.000.000IE/ML FLACON 3ML;55,070833;ML
EU/1/99/127/031;INTRONA INJVLST 15.000.000IE/ML PEN 1,2ML +TOEBEH;118,477746;ML
EU/1/99/127/034;INTRONA INJVLST 25.000.000IE/ML PEN 1,2ML +TOEBEH;194,582876;ML
EU/1/15/1040/006;INTUNIV TABLET MVA 3MG;2,938009;STUK
EU/1/15/1040/008;INTUNIV TABLET MVA 4MG;3,433023;STUK
EU/1/02/216/001;INVANZ INFUSIEPOEDER FLACON 1000MG;38,562601;STUK
EU/1/07/395/006;INVEGA TABLET MVA 6MG;3,582699;STUK
EU/1/07/395/007;INVEGA TABLET MVA 6MG;3,582699;STUK
EU/1/07/395/026;INVEGA TABLET MVA 6MG;3,582699;STUK
EU/1/07/395/011;INVEGA TABLET MVA 9MG;4,617780;STUK
EU/1/07/395/012;INVEGA TABLET MVA 9MG;4,617780;STUK
EU/1/13/884/006;INVOKANA TABLET 300MG;1,837146;STUK
16917;IOMERON INJVLST 300MGI/ML FLACON 20ML;0,291625;ML
16917;IOMERON INJVLST 300MGI/ML FLACON 50ML;0,291625;ML
16917;IOMERON INJVLST 300MGI/ML FLACON 100ML;0,291625;ML
16917;IOMERON INJVLST 300MGI/ML FLACON 200ML;0,291625;ML
16917;IOMERON INJVLST 300MGI/ML FLACON 500ML;0,291625;ML
16918;IOMERON INJVLST 350MGI/ML FLACON 50ML;0,333890;ML
16918;IOMERON INJVLST 350MGI/ML FLACON 100ML;0,333890;ML
16918;IOMERON INJVLST 350MGI/ML FLACON 200ML;0,333890;ML
16918;IOMERON INJVLST 350MGI/ML FLACON 500ML;0,333890;ML
16919;IOMERON INJVLST 400MGI/ML FLACON 50ML;0,380750;ML
16919;IOMERON INJVLST 400MGI/ML FLACON 75ML;0,380750;ML
16919;IOMERON INJVLST 400MGI/ML FLACON 100ML;0,380750;ML
16919;IOMERON INJVLST 400MGI/ML FLACON 150ML;0,380750;ML
16919;IOMERON INJVLST 400MGI/ML FLACON 200ML;0,380750;ML
16919;IOMERON INJVLST 400MGI/ML FLACON 250ML;0,380750;ML
16919;IOMERON INJVLST 400MGI/ML FLACON 500ML;0,380750;ML
117618//16925;IOPIDINE OOGDRUPPELS 5MG/ML FLACON 5ML;2,901635;ML
119048//16925;IOPIDINE OOGDRUPPELS 5MG/ML FLACON 5ML;2,901635;ML
16925;IOPIDINE OOGDRUPPELS 5MG/ML FLACON 5ML;2,901635;ML
120992//19708;IOPIDINE OOGDRUPPELS 10MG/ML TUBE 0,25ML;18,930415;ML
121605//19708;IOPIDINE OOGDRUPPELS 10MG/ML TUBE 0,25ML;18,930415;ML
19708;IOPIDINE OOGDRUPPELS 10MG/ML TUBE 0,25ML;18,930415;ML
33224;IPRAMOL STERI‐NEB VERNEVELOPL 0,2/1MG/ML FL2,5ML;0,163804;ML
114132;IPRATRO BR/SALBUT CIP UD VERNOPL 0,5/2,5MG FL2,5ML;0,163804;ML
100362;IPRATRO BR/SALBUT SDZ UD VERNOPL 0,5/2,5MG FL2,5ML;0,163804;ML
27815;IPRAXA STERI‐NEB INHALATIEVLST 250MCG/ML FL 1ML;0,204118;ML
27816;IPRAXA STERI‐NEB INHALATIEVLST 250MCG/ML FL 2ML;0,204118;ML
106371;IRBESARTAN AUROBINDO TABLET 150MG;0,225519;STUK
106372;IRBESARTAN AUROBINDO TABLET 300MG;0,257613;STUK
107324;IRBESARTAN MYLAN TABLET 150MG;0,225519;STUK
107325;IRBESARTAN MYLAN TABLET 300MG;0,257613;STUK
101865;IRBESARTAN SANDOZ TABLET FILMOMHULD 150MG;0,225519;STUK
101866;IRBESARTAN SANDOZ TABLET FILMOMHULD 300MG;0,257613;STUK
EU/1/09/576/016;IRBESARTAN TEVA TABLET FILMOMHULD 150MG;0,225519;STUK
EU/1/09/576/029;IRBESARTAN TEVA TABLET FILMOMHULD 300MG;0,257613;STUK
109810;IRBESARTAN/HCT AUROBINDO TABLET FILMOMH 150/12,5MG;0,227258;STUK
109812;IRBESARTAN/HCT AUROBINDO TABLET FILMOMH 300/12,5MG;0,211371;STUK
109813;IRBESARTAN/HCT AUROBINDO TABLET FILMOMH 300/25MG;0,253991;STUK
109457;IRBESARTAN/HCT MYLAN TABLET 150/12,5MG;0,227258;STUK
109458;IRBESARTAN/HCT MYLAN TABLET 300/12,5MG;0,211371;STUK
109459;IRBESARTAN/HCT MYLAN TABLET 300/25MG;0,253991;STUK
103784;IRBESARTAN/HCT SANDOZ TABLET FILMOMHULD 150/12,5MG;0,227258;STUK
107105;IRBESARTAN/HCT SANDOZ TABLET FILMOMHULD 300/12,5MG;0,211371;STUK
103788;IRBESARTAN/HCT SANDOZ TABLET FILMOMHULD 300/25MG;0,253991;STUK
EU/1/09/583/017;IRBESARTAN/HCT TEVA TABLET FILMOMHULD 150/12,5MG;0,227258;STUK
EU/1/09/583/041;IRBESARTAN/HCT TEVA TABLET FILMOMHULD 300/12,5MG;0,211371;STUK
EU/1/09/583/065;IRBESARTAN/HCT TEVA TABLET FILMOMHULD 300/25MG;0,253991;STUK
EU/1/09/526/001;IRESSA TABLET FILMOMHULD 250MG;74,115596;STUK
EU/1/09/526/002;IRESSA TABLET FILMOMHULD 250MG;74,115596;STUK
117260;IRINOTECAN HCL TRIHYDR ACC INF CON 20MG/ML FL 2ML;26,602648;ML
117260;IRINOTECAN HCL TRIHYDR ACC INF CON 20MG/ML FL 5ML;26,602648;ML
117260;IRINOTECAN HCL TRIHYDR ACC INF CON 20MG/ML FL 15ML;26,602648;ML
117260;IRINOTECAN HCL TRIHYDR ACC INF CON 20MG/ML FL 25ML;26,602648;ML
100122;IRINOTECAN HCL TRIHYDR FRES INF CON 20MG/ML FL 2ML;26,602648;ML
34947;IRINOTECAN HCL TRIHYDR FRES INF CON 20MG/ML FL 2ML;26,602648;ML
100122;IRINOTECAN HCL TRIHYDR FRES INF CON 20MG/ML FL 5ML;26,602648;ML
34947;IRINOTECAN HCL TRIHYDR FRES INF CON 20MG/ML FL 5ML;26,602648;ML
100122;IRINOTECAN HCL TRIHYDR FRES INF CON 20MG/ML FL15ML;26,602648;ML
34947;IRINOTECAN HCL TRIHYDR FRES INF CON 20MG/ML FL15ML;26,602648;ML
100122;IRINOTECAN HCL TRIHYDR FRES INF CON 20MG/ML FL25ML;26,602648;ML
34947;IRINOTECAN HCL TRIHYDR FRES INF CON 20MG/ML FL25ML;26,602648;ML
105025;IRINOTECAN HCL TRIHYDR HIKMA INFV C 20MG/ML FL 2ML;26,602648;ML
105025;IRINOTECAN HCL TRIHYDR HIKMA INFV C 20MG/ML FL 5ML;26,602648;ML
103667;IRINOTECAN HCL TRIHYDR HOS INF CON 20MG/ML FL 2ML;26,602648;ML
103667;IRINOTECAN HCL TRIHYDR HOS INF CON 20MG/ML FL 5ML;26,602648;ML
103670;IRINOTECAN HCL TRIHYDR SDZ INFV C 20MG/ML FL 2ML;26,602648;ML
103670;IRINOTECAN HCL TRIHYDR SDZ INFV C 20MG/ML FL 5ML;26,602648;ML
103670;IRINOTECAN HCL TRIHYDR SDZ INFV C 20MG/ML FL 15ML;26,602648;ML
103670;IRINOTECAN HCL TRIHYDR SDZ INFV C 20MG/ML FL 25ML;26,602648;ML
103670;IRINOTECAN HCL TRIHYDR SDZ INFV C 20MG/ML FL 7,5ML;26,602648;ML
EU/1/98/070/001;ISCOVER TABLET FILMOMHULD 75MG;0,305487;STUK
EU/1/07/436/001;ISENTRESS TABLET FILMOMHULD 400MG;9,935618;STUK
EU/1/07/436/006;ISENTRESS TABLET FILMOMHULD 600MG;9,939735;STUK
15481;ISOPTIN SR TABLET MGA 120MG;0,168034;STUK
12102;ISOPTIN SR TABLET MGA 240MG;0,206301;STUK
8807;ISORDIL TABLET 5MG;0,038350;STUK
20660;ISOSORBIDEDINITRAAT APOTEX RETARD TABLET MGA 20MG;0,065737;STUK
56834;ISOSORBIDEDINITRAAT CF RETARD TABLET MGA 20MG;0,065737;STUK
53026;ISOSORBIDEDINITRAAT CF TABLET 5MG;0,038350;STUK
28051=;20660 ISOSORBIDEDINITRAAT MYLAN RETARD TABLET MGA 20MG;0,065737;STUK
18582=;56834 ISOSORBIDEDINITRAAT PCH RETARD TABLET MGA 20MG;0,065737;STUK
28974=;20660 ISOSORBIDEDINITRAAT SANDOZ RETARD TABLET MGA 20MG;0,065737;STUK
18582=;56834 ISOSORBIDEDINITRAAT TEVA RETARD TABLET MGA 20MG;0,065737;STUK
56948;ISOSORBIDEMONONITRAAT ACCORD TABLET 20MG;0,076042;STUK
56949;ISOSORBIDEMONONITRAAT ACCORD TABLET 40MG;0,111393;STUK
23515;ISOSORBIDEMONONITRAAT AUROB RETARD TABLET MGA 60MG;0,244162;STUK
20917;ISOSORBIDEMONONITRAAT AUROBINDO TABLET 40MG;0,111393;STUK
26933=;23515 ISOSORBIDEMONONITRAAT CF RETARD TABLET MGA 60MG;0,244162;STUK
56053;ISOSORBIDEMONONITRAAT CF TABLET 20MG;0,076042;STUK
110929//13645;ISOSORBIDEMONONITRAAT FISHER RETARD CAPSULE 50MG;0,175418;STUK
27105;ISOSORBIDEMONONITRAAT MYLAN RETARD TABLET MGA 60MG;0,244162;STUK
15054;ISOSORBIDEMONONITRAAT MYLAN TABLET 20MG;0,076042;STUK
30797//13645;ISOSORBIDEMONONITRAAT RETARD CAPSULE MGA 50MG;0,175418;STUK
32718//13645;ISOSORBIDEMONONITRAAT RETARD CAPSULE MGA 50MG;0,175418;STUK
29829;ISOSORBIDEMONONITRAAT SANDOZ RETARD TABL MGA 60MG;0,244162;STUK
100635;ISOSORBIDEMONONITRAAT TEVA RETARD TABLET MGA 60MG;0,244162;STUK
27577;ISOTRETINOINE AUROBINDO CAPSULE 10MG;0,383063;STUK
27578;ISOTRETINOINE AUROBINDO CAPSULE 20MG;0,587149;STUK
27574;ISOTRETINOINE MYLAN CAPSULE 20MG;0,587149;STUK
28430;ITRACONAZOL CF CAPSULE 100MG;0,846973;STUK
28431;ITRACONAZOL MYLAN CAPSULE 100MG;0,846973;STUK
28433;ITRACONAZOL TEVA CAPSULE 100MG;0,846973;STUK
EU/1/17/1190/003;IVABRADINE ACCORD TABLET FILMOMHULD 5MG;0,406275;STUK
EU/1/17/1190/010;IVABRADINE ACCORD TABLET FILMOMHULD 7,5MG;0,404457;STUK
118320;IVABRADINE AUROBINDO TABLET FILMOMHULD 7,5MG;0,404457;STUK
118311;IVABRADINE CF TABLET FILMOMHULD 5MG;0,406275;STUK
118312;IVABRADINE CF TABLET FILMOMHULD 7,5MG;0,404457;STUK
118300;IVABRADINE GLENMARK TABLET FILMOMHULD 5MG;0,406275;STUK
118301;IVABRADINE GLENMARK TABLET FILMOMHULD 7,5MG;0,404457;STUK
119248;IVABRADINE MYLAN TABLET FILMOMHULD 5MG;0,406275;STUK
119249;IVABRADINE MYLAN TABLET FILMOMHULD 7,5MG;0,404457;STUK
118305;IVABRADINE SANDOZ TABLET FILMOMHULD 5MG;0,406275;STUK
118269;IVABRADINE SANDOZ TABLET FILMOMHULD 7,5MG;0,404457;STUK
118308;IVABRADINE SANDOZ TABLET FILMOMHULD 7,5MG;0,404457;STUK
EU/1/07/437/003;IVEMEND INFUSIEPOEDER FLACON 150MG;65,189736;STUK
EU/1/12/773/008;JAKAVI TABLET 15MG;65,676887;STUK
EU/1/08/455/002;JANUMET TABLET FILMOMHULD 50MG/ 850MG;0,623042;STUK
EU/1/08/455/003;JANUMET TABLET FILMOMHULD 50MG/ 850MG;0,623042;STUK
EU/1/08/455/009;JANUMET TABLET FILMOMHULD 50MG/1000MG;0,603194;STUK
EU/1/08/455/010;JANUMET TABLET FILMOMHULD 50MG/1000MG;0,603194;STUK
EU/1/07/383/002;JANUVIA TABLET FILMOMHULD 25MG;1,132564;STUK
EU/1/07/383/008;JANUVIA TABLET FILMOMHULD 50MG;1,094289;STUK
EU/1/07/383/014;JANUVIA TABLET FILMOMHULD 100MG;1,295825;STUK
EU/1/07/383/017;JANUVIA TABLET FILMOMHULD 100MG;1,295825;STUK
EU/1/14/930/013;JARDIANCE TABLET FILMOMHULD 10MG;1,496990;STUK
EU/1/14/930/014;JARDIANCE TABLET FILMOMHULD 10MG;1,496990;STUK
EU/1/14/930/004;JARDIANCE TABLET FILMOMHULD 25MG;1,540923;STUK
EU/1/14/930/005;JARDIANCE TABLET FILMOMHULD 25MG;1,540923;STUK
EU/1/09/550/001;JAVLOR INFVLST CONCENTRAAT 25MG/ML FLACON 2ML;117,414789;ML
EU/1/09/550/005;JAVLOR INFVLST CONCENTRAAT 25MG/ML FLACON 10ML;117,414789;ML
EU/1/12/780/006;JENTADUETO TABLET FILMOMHULD 2,5MG/ 850MG;0,687853;STUK
EU/1/12/780/020;JENTADUETO TABLET FILMOMHULD 2,5MG/1000MG;0,687853;STUK
EU/1/11/676/001;JEVTANA INFVLST CONC 40MG/ML FLACON 1,5ML + SOLV;2714,648653;ML
102707;KALCIPOS‐D KAUWTABLET 500MG/800IE;0,247432;STUK
110798//102707;KALCIPOS‐D KAUWTABLET 500MG/800IE;0,247432;STUK
119279//102707;KALCIPOS‐D KAUWTABLET 500MG/800IE;0,247432;STUK
EU/1/01/172/003;KALETRA DRANK;1,434747;ML
EU/1/01/172/006;KALETRA TABLET FILMOMHULD 100/25MG;1,997065;STUK
EU/1/01/172/004;KALETRA TABLET FILMOMHULD 200/50MG;3,518691;STUK
EU/1/01/172/005;KALETRA TABLET FILMOMHULD 200/50MG;3,518691;STUK
EU/1/01/172/008;KALETRA TABLET FILMOMHULD 200/50MG;3,518691;STUK
31869;KALIUMLOSARTAN SANDOZ TABLET FILMOMHULD 50MG;0,202062;STUK
31871;KALIUMLOSARTAN SANDOZ TABLET FILMOMHULD 100MG;0,219833;STUK
EU/1/12/782/002;KALYDECO TABLET FILMOMHULD 150MG;320,522484;STUK
EU/1/18/1281/001;KANJINTI INFUSIEPOEDER FLACON 150MG;476,883024;STUK
EU/1/18/1281/002;KANJINTI INFUSIEPOEDER FLACON 420MG;1375,517587;STUK
EU/1/15/1033/001;KANUMA INFVLST CONC 2MG/ML FLACON 10ML;861,788655;ML
6325;KEFORAL TABLET 500MG;0,323935;STUK
6836;KEFZOL INJECTIEPOEDER FLACON 1000MG;2,696311;STUK
23115//5341;KENACORT A 40 INJECTIESUSPENSIE 40MG/ML AMPUL 1ML;4,068452;ML
23847//5341;KENACORT A 40 INJECTIESUSPENSIE 40MG/ML AMPUL 1ML;4,068452;ML
34023//5341;KENACORT A 40 INJECTIESUSPENSIE 40MG/ML AMPUL 1ML;4,068452;ML
112133//5341;KENACORT A 40 INJECTIESUSPENSIE 40MG/ML FLACON 1ML;4,068452;ML
116929//5341;KENACORT A 40 INJECTIESUSPENSIE 40MG/ML FLACON 1ML;4,068452;ML
116938//5341;KENACORT A 40 INJECTIESUSPENSIE 40MG/ML FLACON 1ML;4,068452;ML
23115//5341;KENACORT A 40 INJECTIESUSPENSIE 40MG/ML FLACON 1ML;4,068452;ML
5341;KENACORT A 40 INJECTIESUSPENSIE 40MG/ML FLACON 1ML;4,068452;ML
5341;KENACORT A 40 INJECTIESUSPENSIE 40MG/ML FLACON 5ML;4,068452;ML
16239//5341;KENACORT RETARD 40 INJSUSP 40MG/ML AMPUL 1ML;4,068452;ML
EU/1/03/270/001;KENTERA PLEISTER TRANSDERMAAL 3,9MG/24UUR;4,127005;STUK
EU/1/00/146/033;KEPPRA INFVLST CONC 100MG/ML FLACON 5ML;2,599922;ML
EU/1/00/146/032;KEPPRA OPL VOOR ORAAL GEBRUIK 100MG/ML+DOS SP 1ML;0,138537;ML
EU/1/00/146/031;KEPPRA OPL VOOR ORAAL GEBRUIK 100MG/ML+DOS SP 3ML;0,138537;ML
EU/1/00/146/027;KEPPRA OPLOSSING VOOR ORAAL GEBRUIK 100MG/ML;0,138537;ML
EU/1/00/146/002;KEPPRA TABLET FILMOMHULD 250MG;0,224452;STUK
EU/1/00/146/004;KEPPRA TABLET FILMOMHULD 250MG;0,224452;STUK
EU/1/00/146/005;KEPPRA TABLET FILMOMHULD 250MG;0,224452;STUK
EU/1/00/146/009;KEPPRA TABLET FILMOMHULD 500MG;0,386176;STUK
EU/1/00/146/010;KEPPRA TABLET FILMOMHULD 500MG;0,386176;STUK
EU/1/00/146/011;KEPPRA TABLET FILMOMHULD 500MG;0,386176;STUK
EU/1/00/146/022;KEPPRA TABLET FILMOMHULD 1000MG;0,662520;STUK
EU/1/00/146/024;KEPPRA TABLET FILMOMHULD 1000MG;0,662520;STUK
117329//17708;KESTINE TABLET 10MG;0,184278;STUK
17708;KESTINE TABLET 10MG;0,184278;STUK
23836;KETOCONAZOL APOTEX SHAMPOO 20MG/G;0,076443;ML
25724;KETOCONAZOL AUROBINDO SHAMPOO 20MG/G;0,076443;ML
119912//10470;KETOCONAZOL FISHER CREME 20MG/G;0,209446;G
22750=;10470 KETOCONAZOL JC CREME 20MG/G;0,209446;G
32510;KETOCONAZOL MYLAN SHAMPOO 20MG/G;0,076443;ML
30871;KETOCONAZOL PCH SHAMPOO 20MG/G;0,076443;ML
32534;KETOCONAZOL SANDOZ SHAMPOO 20MG/G;0,076443;ML
24217=;14771 KETOTIFEN APOTEX SUIKERVRIJ STROOP 0,2MG/ML;0,034968;ML
110580;KETOTIFEN STULLN UNI DO OOGDR 0,25MG/ML TUBE 0,4ML;0,592319;ML
14771;KETOTIFEN TEVA SUIKERVRIJ STROOP 0,2MG/ML;0,034968;ML
EU/1/17/1196/005;KEVZARA INJVLST 150MG/1,14ML (131.6MG/ML) PEN;516,680676;STUK
EU/1/17/1196/001;KEVZARA INJVLST 150MG/1,14ML (131.6MG/ML) WWSP;516,680676;STUK
EU/1/17/1196/007;KEVZARA INJVLST 200MG/1,14ML (175MG/ML) PEN;507,601510;STUK
EU/1/17/1196/003;KEVZARA INJVLST 200MG/1,14ML (175MG/ML) WWSP;507,601510;STUK
EU/1/15/1024/001;KEYTRUDA INFUSIEPOEDER FLACON 50MG;1678,218919;STUK
EU/1/02/203/002;KINERET 100 INJVLST 150MG/ML WWSP 0,67ML;48,061160;ML
EU/1/02/203/003;KINERET 100 INJVLST 150MG/ML WWSP 0,67ML;48,061160;ML
EU/1/02/203/006;KINERET 100 INJVLST 150MG/ML WWSP 0,67ML;48,061160;ML
EU/1/16/1128/001;KISPLYX CAPSULE 4MG;60,160471;STUK
EU/1/16/1128/002;KISPLYX CAPSULE 10MG;59,337554;STUK
EU/1/04/298/002;KIVEXA TABLET FILMOMHULD;9,204939;STUK
21555;KLACID SR TABLET MGA 500MG;1,016946;STUK
122828//14942;KLIOGEST TABLET;0,267970;STUK
14942;KLIOGEST TABLET;0,267970;STUK
24632//14942;KLIOGEST TABLET;0,267970;STUK
EU/1/11/731/003;KOMBOGLYZE TABLET FILMOMHULD 2,5/ 850MG;0,689482;STUK
EU/1/11/731/009;KOMBOGLYZE TABLET FILMOMHULD 2,5/1000MG;0,631779;STUK
EU/1/08/481/001;KUVAN OPLOSBARE TABLET 100MG;22,945909;STUK
EU/1/08/481/002;KUVAN OPLOSBARE TABLET 100MG;22,945909;STUK
EU/1/16/1155/001;KYNTHEUM INJVLST 140MG/ML WWSP 1,5ML;594,436820;STUK
16285;KYTRIL TABLET 1MG;5,418992;STUK
19203;KYTRIL TABLET 2MG;11,657791;STUK
17011=;11106 LABETALOL HCL APOTEX TABLET 100MG;0,113706;STUK
17012=;11107 LABETALOL HCL APOTEX TABLET 200MG;0,177534;STUK
